subject_id,timepoints,raw_rois,raw_rois_match_expected,nan_pct,null_channels_pct,univ_outliers_pct,mv_outliers_count,mv_outliers_pct,mv_analysis_method,mv_skipped_reason,discard_low_tp,discard_high_nan,discard_high_univ,discard_high_mv,discard_mv_skipped,to_discard_overall
019_S_6712,197,170,True,2.353,0.000,0.251,15,7.614,MCD,,False,False,False,False,False,False
019_S_6757,197,170,True,2.353,0.000,0.242,15,7.614,MCD,,False,False,False,False,False,False
019_S_7016,197,170,True,2.353,0.000,0.193,15,7.614,MCD,,False,False,False,False,False,False
021_S_4659,200,170,True,2.353,0.000,0.401,16,8.000,MCD,,False,False,False,False,False,False
021_S_4744,200,170,True,2.353,0.000,0.976,16,8.000,MCD,,False,False,False,False,False,False
022_S_2263,197,170,True,2.353,0.000,0.394,15,7.614,MCD,,False,False,False,False,False,False
022_S_2379,197,170,True,2.353,0.000,0.505,15,7.614,MCD,,False,False,False,False,False,False
022_S_6013,197,170,True,2.353,0.000,1.468,15,7.614,MCD,,False,False,False,False,False,False
022_S_6280,197,170,True,2.353,0.000,0.150,15,7.614,MCD,,False,False,False,False,False,False
022_S_6716,197,170,True,2.353,0.000,0.092,15,7.614,MCD,,False,False,False,False,False,False
024_S_4674,197,170,True,2.353,0.000,0.131,15,7.614,MCD,,False,False,False,False,False,False
024_S_6033,197,170,True,2.353,0.000,0.177,15,7.614,MCD,,False,False,False,False,False,False
027_S_2219,200,170,True,2.353,0.000,0.648,16,8.000,MCD,,False,False,False,False,False,False
027_S_2245,200,170,True,2.353,0.000,0.099,16,8.000,MCD,,False,False,False,False,False,False
027_S_4869,200,170,True,2.353,0.000,0.346,16,8.000,MCD,,False,False,False,False,False,False
027_S_4919,200,170,True,2.353,0.000,0.154,16,8.000,MCD,,False,False,False,False,False,False
027_S_6648,200,170,True,2.353,0.000,0.699,16,8.000,MCD,,False,False,False,False,False,False
027_S_6733,200,170,True,2.353,0.000,1.220,16,8.000,MCD,,False,False,False,False,False,False
027_S_6849,200,170,True,2.353,0.000,1.795,16,8.000,MCD,,False,False,False,False,False,False
027_S_6965,200,170,True,2.353,0.000,0.819,16,8.000,MCD,,False,False,False,False,False,False
031_S_2018,140,170,True,2.353,0.000,0.095,0,0.000,LedoitWolf,,False,False,False,False,False,False
031_S_2022,140,170,True,2.353,0.000,0.590,0,0.000,LedoitWolf,,False,False,False,False,False,False
031_S_2233,140,170,True,2.353,0.000,0.237,0,0.000,LedoitWolf,,False,False,False,False,False,False
031_S_4005,140,170,True,2.353,0.000,0.215,0,0.000,LedoitWolf,,False,False,False,False,False,False
031_S_4024,140,170,True,2.353,0.000,0.473,0,0.000,LedoitWolf,,False,False,False,False,False,False
031_S_4029,140,170,True,2.353,0.000,0.392,0,0.000,LedoitWolf,,False,False,False,False,False,False
031_S_4032,140,170,True,2.353,0.000,0.301,0,0.000,LedoitWolf,,False,False,False,False,False,False
031_S_4042,140,170,True,2.353,0.000,0.164,0,0.000,LedoitWolf,,False,False,False,False,False,False
031_S_4149,140,170,True,2.353,0.000,0.034,0,0.000,LedoitWolf,,False,False,False,False,False,False
031_S_4194,140,170,True,2.353,0.000,0.495,0,0.000,LedoitWolf,,False,False,False,False,False,False
031_S_4203,140,170,True,2.353,0.000,0.228,0,0.000,LedoitWolf,,False,False,False,False,False,False
031_S_4218,140,170,True,2.353,0.000,0.146,0,0.000,LedoitWolf,,False,False,False,False,False,False
031_S_4474,140,170,True,2.353,0.000,0.714,0,0.000,LedoitWolf,,False,False,False,False,False,False
031_S_4476,140,170,True,2.353,0.000,0.340,0,0.000,LedoitWolf,,False,False,False,False,False,False
031_S_4496,140,170,True,2.353,0.000,0.241,0,0.000,LedoitWolf,,False,False,False,False,False,False
031_S_4590,140,170,True,2.353,0.000,0.323,0,0.000,LedoitWolf,,False,False,False,False,False,False
031_S_4721,140,170,True,2.353,0.000,0.232,0,0.000,LedoitWolf,,False,False,False,False,False,False
031_S_4947,140,170,True,2.353,0.000,0.413,0,0.000,LedoitWolf,,False,False,False,False,False,False
031_S_6715,197,170,True,2.353,0.000,0.235,15,7.614,MCD,,False,False,False,False,False,False
032_S_2119,197,170,True,2.353,0.000,0.116,15,7.614,MCD,,False,False,False,False,False,False
032_S_6055,197,170,True,2.353,0.000,0.517,15,7.614,MCD,,False,False,False,False,False,False
032_S_6600,197,170,True,2.353,0.000,0.125,15,7.614,MCD,,False,False,False,False,False,False
032_S_6602,197,170,True,2.353,0.000,1.147,15,7.614,MCD,,False,False,False,False,False,False
032_S_6700,197,170,True,2.353,0.000,0.535,15,7.614,MCD,,False,False,False,False,False,False
032_S_6804,197,170,True,2.353,0.000,0.196,15,7.614,MCD,,False,False,False,False,False,False
032_S_6855,197,170,True,2.353,0.000,2.122,15,7.614,MCD,,False,False,True,False,False,True
035_S_4114,197,170,True,2.353,0.000,0.193,15,7.614,MCD,,False,False,False,False,False,False
035_S_4414,197,170,True,2.353,0.000,0.679,15,7.614,MCD,,False,False,False,False,False,False
035_S_6380,197,170,True,2.353,0.000,0.434,15,7.614,MCD,,False,False,False,False,False,False
035_S_6480,197,170,True,2.353,0.000,0.428,15,7.614,MCD,,False,False,False,False,False,False
035_S_6641,197,170,True,2.353,0.000,0.339,15,7.614,MCD,,False,False,False,False,False,False
035_S_6650,197,170,True,2.353,0.000,0.193,15,7.614,MCD,,False,False,False,False,False,False
035_S_6660,197,170,True,2.353,0.000,0.131,15,7.614,MCD,,False,False,False,False,False,False
035_S_6947,197,170,True,2.353,0.000,0.248,15,7.614,MCD,,False,False,False,False,False,False
035_S_7000,197,170,True,2.353,0.000,0.364,15,7.614,MCD,,False,False,False,False,False,False
035_S_7001,197,170,True,2.353,0.000,0.538,15,7.614,MCD,,False,False,False,False,False,False
035_S_7021,197,170,True,2.353,0.000,6.440,15,7.614,MCD,,False,False,True,False,False,True
035_S_7049,197,170,True,2.353,0.000,0.758,15,7.614,MCD,,False,False,False,False,False,False
035_S_7073,197,170,True,2.353,0.000,0.235,15,7.614,MCD,,False,False,False,False,False,False
035_S_7105,197,170,True,2.353,0.000,0.095,15,7.614,MCD,,False,False,False,False,False,False
035_S_7120,197,170,True,2.353,0.000,1.590,15,7.614,MCD,,False,False,False,False,False,False
035_S_7121,197,170,True,2.353,0.000,0.116,15,7.614,MCD,,False,False,False,False,False,False
037_S_0150,197,170,True,2.353,0.000,0.346,15,7.614,MCD,,False,False,False,False,False,False
037_S_0377,197,170,True,2.353,0.000,0.743,15,7.614,MCD,,False,False,False,False,False,False
037_S_4030,197,170,True,2.353,0.000,0.269,15,7.614,MCD,,False,False,False,False,False,False
037_S_4214,197,170,True,2.353,0.000,0.342,15,7.614,MCD,,False,False,False,False,False,False
037_S_4302,197,170,True,2.353,0.000,0.235,15,7.614,MCD,,False,False,False,False,False,False
037_S_4706,197,170,True,2.353,0.000,0.089,15,7.614,MCD,,False,False,False,False,False,False
041_S_4051,197,170,True,2.353,0.000,0.336,15,7.614,MCD,,False,False,False,False,False,False
041_S_4143,197,170,True,2.353,0.000,0.342,15,7.614,MCD,,False,False,False,False,False,False
041_S_4271,197,170,True,2.353,0.000,0.422,15,7.614,MCD,,False,False,False,False,False,False
041_S_4510,197,170,True,2.353,0.000,0.092,15,7.614,MCD,,False,False,False,False,False,False
041_S_4513,197,170,True,2.353,0.000,0.138,15,7.614,MCD,,False,False,False,False,False,False
041_S_4874,197,170,True,2.353,0.000,0.557,15,7.614,MCD,,False,False,False,False,False,False
041_S_4876,197,170,True,2.353,0.000,0.153,15,7.614,MCD,,False,False,False,False,False,False
041_S_4974,197,170,True,2.353,0.000,0.239,15,7.614,MCD,,False,False,False,False,False,False
053_S_0919,140,170,True,2.353,0.000,0.095,0,0.000,LedoitWolf,,False,False,False,False,False,False
053_S_2357,140,170,True,2.353,0.000,0.211,0,0.000,LedoitWolf,,False,False,False,False,False,False
053_S_2396,140,170,True,2.353,0.000,0.129,0,0.000,LedoitWolf,,False,False,False,False,False,False
053_S_4557,140,170,True,2.353,0.000,0.361,0,0.000,LedoitWolf,,False,False,False,False,False,False
053_S_4578,140,170,True,2.353,0.000,0.172,0,0.000,LedoitWolf,,False,False,False,False,False,False
053_S_4661,140,170,True,2.353,0.000,0.327,0,0.000,LedoitWolf,,False,False,False,False,False,False
053_S_4813,140,170,True,2.353,0.000,0.731,0,0.000,LedoitWolf,,False,False,False,False,False,False
053_S_5070,140,170,True,2.353,0.000,0.142,0,0.000,LedoitWolf,,False,False,False,False,False,False
053_S_5208,140,170,True,2.353,0.000,0.151,0,0.000,LedoitWolf,,False,False,False,False,False,False
053_S_6598,197,170,True,2.353,0.000,0.248,15,7.614,MCD,,False,False,False,False,False,False
053_S_6861,197,170,True,2.353,0.000,0.135,15,7.614,MCD,,False,False,False,False,False,False
053_S_7086,197,170,True,2.353,0.000,0.125,15,7.614,MCD,,False,False,False,False,False,False
053_S_7109,197,170,True,2.353,0.000,0.294,15,7.614,MCD,,False,False,False,False,False,False
057_S_6746,200,170,True,2.353,0.000,0.539,16,8.000,MCD,,False,False,False,False,False,False
057_S_6869,200,170,True,2.353,0.000,0.373,16,8.000,MCD,,False,False,False,False,False,False
068_S_2184,197,170,True,2.353,0.000,0.294,15,7.614,MCD,,False,False,False,False,False,False
068_S_2187,197,170,True,2.353,0.000,0.217,15,7.614,MCD,,False,False,False,False,False,False
068_S_2315,197,170,True,2.353,0.000,0.303,15,7.614,MCD,,False,False,False,False,False,False
068_S_4061,197,170,True,2.353,0.000,0.217,15,7.614,MCD,,False,False,False,False,False,False
068_S_4067,197,170,True,2.353,0.000,0.171,15,7.614,MCD,,False,False,False,False,False,False
068_S_4332,197,170,True,2.353,0.000,0.040,15,7.614,MCD,,False,False,False,False,False,False
068_S_4431,197,170,True,2.353,0.000,0.297,15,7.614,MCD,,False,False,False,False,False,False
082_S_2121,197,170,True,2.353,0.000,0.089,15,7.614,MCD,,False,False,False,False,False,False
082_S_6690,197,170,True,2.353,0.000,0.501,15,7.614,MCD,,False,False,False,False,False,False
094_S_2201,197,170,True,2.353,0.000,0.199,15,7.614,MCD,,False,False,False,False,False,False
094_S_2238,197,170,True,2.353,0.000,0.275,15,7.614,MCD,,False,False,False,False,False,False
098_S_6601,200,170,True,2.353,0.000,0.377,16,8.000,MCD,,False,False,False,False,False,False
098_S_6655,200,170,True,2.353,0.000,0.286,16,8.000,MCD,,False,False,False,False,False,False
098_S_6658,200,170,True,2.353,0.000,0.139,16,8.000,MCD,,False,False,False,False,False,False
099_S_2146,200,170,True,2.353,0.000,0.358,16,8.000,MCD,,False,False,False,False,False,False
100_S_0069,197,170,True,2.353,0.000,0.153,15,7.614,MCD,,False,False,False,False,False,False
100_S_1286,197,170,True,2.353,0.000,0.321,15,7.614,MCD,,False,False,False,False,False,False
100_S_2351,140,170,True,2.353,0.000,0.202,0,0.000,LedoitWolf,,False,False,False,False,False,False
100_S_4469,140,170,True,2.353,0.000,0.262,0,0.000,LedoitWolf,,False,False,False,False,False,False
100_S_4511,140,170,True,2.353,0.000,0.417,0,0.000,LedoitWolf,,False,False,False,False,False,False
100_S_4512,140,170,True,2.353,0.000,0.417,0,0.000,LedoitWolf,,False,False,False,False,False,False
100_S_4556,140,170,True,2.353,0.000,0.129,0,0.000,LedoitWolf,,False,False,False,False,False,False
100_S_4884,140,170,True,2.353,0.000,0.103,0,0.000,LedoitWolf,,False,False,False,False,False,False
100_S_4970,140,170,True,2.353,0.000,0.775,0,0.000,LedoitWolf,,False,False,False,False,False,False
100_S_5106,140,170,True,2.353,0.000,0.262,0,0.000,LedoitWolf,,False,False,False,False,False,False
100_S_5246,140,170,True,2.353,0.000,0.633,0,0.000,LedoitWolf,,False,False,False,False,False,False
100_S_6164,197,170,True,2.353,0.000,0.294,15,7.614,MCD,,False,False,False,False,False,False
100_S_6273,197,170,True,2.353,0.000,0.404,15,7.614,MCD,,False,False,False,False,False,False
100_S_6308,197,170,True,2.353,0.000,0.092,15,7.614,MCD,,False,False,False,False,False,False
100_S_6349,197,170,True,2.353,0.000,0.584,15,7.614,MCD,,False,False,False,False,False,False
100_S_6493,197,170,True,2.353,0.000,0.138,15,7.614,MCD,,False,False,False,False,False,False
100_S_6578,197,170,True,2.353,0.000,0.645,15,7.614,MCD,,False,False,False,False,False,False
100_S_6713,197,170,True,2.353,0.000,0.190,15,7.614,MCD,,False,False,False,False,False,False
109_S_4380,197,170,True,2.353,0.000,0.486,15,7.614,MCD,,False,False,False,False,False,False
114_S_2392,197,170,True,2.353,0.000,0.156,15,7.614,MCD,,False,False,False,False,False,False
114_S_4404,197,170,True,2.353,0.000,0.177,15,7.614,MCD,,False,False,False,False,False,False
114_S_5047,197,170,True,2.353,0.000,0.333,15,7.614,MCD,,False,False,False,False,False,False
114_S_6347,197,170,True,2.353,0.000,0.838,15,7.614,MCD,,False,False,False,False,False,False
114_S_6368,197,170,True,2.353,0.000,1.318,15,7.614,MCD,,False,False,False,False,False,False
114_S_6595,197,170,True,2.353,0.000,0.367,15,7.614,MCD,,False,False,False,False,False,False
116_S_4199,197,170,True,2.353,0.000,0.239,15,7.614,MCD,,False,False,False,False,False,False
116_S_6100,197,170,True,2.353,0.000,0.453,15,7.614,MCD,,False,False,False,False,False,False
116_S_6543,197,170,True,2.353,0.000,0.654,15,7.614,MCD,,False,False,False,False,False,False
123_S_0072,197,170,True,2.353,0.000,0.321,15,7.614,MCD,,False,False,False,False,False,False
123_S_0106,197,170,True,2.353,0.000,0.223,15,7.614,MCD,,False,False,False,False,False,False
123_S_0298,197,170,True,2.353,0.000,0.119,15,7.614,MCD,,False,False,False,False,False,False
123_S_1300,197,170,True,2.353,0.000,0.456,15,7.614,MCD,,False,False,False,False,False,False
123_S_4127,197,170,True,2.353,0.000,0.135,15,7.614,MCD,,False,False,False,False,False,False
123_S_4170,197,170,True,2.353,0.000,0.107,15,7.614,MCD,,False,False,False,False,False,False
123_S_6118,197,170,True,2.353,0.000,0.245,15,7.614,MCD,,False,False,False,False,False,False
123_S_6825,197,170,True,2.353,0.000,0.248,15,7.614,MCD,,False,False,False,False,False,False
123_S_6888,197,170,True,2.353,0.000,0.581,15,7.614,MCD,,False,False,False,False,False,False
123_S_6891,197,170,True,2.353,0.000,0.089,15,7.614,MCD,,False,False,False,False,False,False
126_S_4507,200,170,True,2.353,0.000,0.584,16,8.000,MCD,,False,False,False,False,False,False
126_S_4514,200,170,True,2.353,0.000,0.389,16,8.000,MCD,,False,False,False,False,False,False
126_S_4891,200,170,True,2.353,0.000,0.364,16,8.000,MCD,,False,False,False,False,False,False
126_S_4896,200,170,True,2.353,0.000,0.636,16,8.000,MCD,,False,False,False,False,False,False
126_S_6683,200,170,True,2.353,0.000,1.413,16,8.000,MCD,,False,False,False,False,False,False
126_S_6721,200,170,True,2.353,0.000,1.048,16,8.000,MCD,,False,False,False,False,False,False
127_S_2234,200,170,True,2.353,0.000,0.307,16,8.000,MCD,,False,False,False,False,False,False
127_S_4197,200,170,True,2.353,0.000,0.154,16,8.000,MCD,,False,False,False,False,False,False
127_S_4210,200,170,True,2.353,0.000,0.386,16,8.000,MCD,,False,False,False,False,False,False
127_S_4301,200,170,True,2.353,0.000,0.804,16,8.000,MCD,,False,False,False,False,False,False
127_S_4765,200,170,True,2.353,0.000,0.208,16,8.000,MCD,,False,False,False,False,False,False
127_S_4928,200,170,True,2.353,0.000,1.458,16,8.000,MCD,,False,False,False,False,False,False
127_S_6433,200,170,True,2.353,0.000,0.292,16,8.000,MCD,,False,False,False,False,False,False
127_S_6549,200,170,True,2.353,0.000,0.413,16,8.000,MCD,,False,False,False,False,False,False
128_S_2036,200,170,True,2.353,0.000,0.401,16,8.000,MCD,,False,False,False,False,False,False
128_S_2123,200,170,True,2.353,0.000,0.307,16,8.000,MCD,,False,False,False,False,False,False
128_S_2130,200,170,True,2.353,0.000,0.090,16,8.000,MCD,,False,False,False,False,False,False
128_S_2220,200,170,True,2.353,0.000,0.895,16,8.000,MCD,,False,False,False,False,False,False
128_S_4842,200,170,True,2.353,0.000,0.253,16,8.000,MCD,,False,False,False,False,False,False
129_S_2332,200,170,True,2.353,0.000,0.211,16,8.000,MCD,,False,False,False,False,False,False
129_S_6763,200,170,True,2.353,0.000,0.491,16,8.000,MCD,,False,False,False,False,False,False
129_S_6784,200,170,True,2.353,0.000,0.416,16,8.000,MCD,,False,False,False,False,False,False
130_S_0969,197,170,True,2.353,0.000,0.272,15,7.614,MCD,,False,False,False,False,False,False
130_S_2391,140,170,True,2.353,0.000,0.336,0,0.000,LedoitWolf,,False,False,False,False,False,False
130_S_2402,140,170,True,2.353,0.000,0.503,0,0.000,LedoitWolf,,False,False,False,False,False,False
130_S_2403,140,170,True,2.353,0.000,0.112,0,0.000,LedoitWolf,,False,False,False,False,False,False
130_S_4294,140,170,True,2.353,0.000,0.443,0,0.000,LedoitWolf,,False,False,False,False,False,False
130_S_4343,140,170,True,2.353,0.000,0.314,0,0.000,LedoitWolf,,False,False,False,False,False,False
130_S_4352,140,170,True,2.353,0.000,0.478,0,0.000,LedoitWolf,,False,False,False,False,False,False
